Year,State,Total Salary - Per Pupil Percent Change,Total Benefits - Per Pupil Percent Change,Total Salary,Total Benefits
2005,New Hampshire,0.10530124046575895,0.3023204137590374,0.10530124046575895,0.3023204137590374
2006,New Hampshire,0.11703017603064403,0.3947225849799467,0.11703017603064403,0.3947225849799467
2007,New Hampshire,0.1488941609867136,0.4914686889610129,0.1488941609867136,0.4914686889610129
2008,New Hampshire,0.17961524012785834,0.6355897950775251,0.17961524012785834,0.6355897950775251
2009,New Hampshire,0.19390800076809667,0.6529882945308945,0.19390800076809667,0.6529882945308945
2010,New Hampshire,0.21730463743749695,0.7727620769124253,0.21730463743749695,0.7727620769124253
2011,New Hampshire,0.2625188266754359,0.9187978038488782,0.2625188266754359,0.9187978038488782
2012,New Hampshire,0.21072394992610577,0.9151432129151751,0.21072394992610577,0.9151432129151751
2013,New Hampshire,0.2202501531595762,0.9143769373539055,0.2202501531595762,0.9143769373539055
2014,New Hampshire,0.2315468593078287,1.040562009552176,0.2315468593078287,1.040562009552176
2015,New Hampshire,0.25517844958347724,1.0437453758817923,0.25517844958347724,1.0437453758817923
2016,New Hampshire,0.2865048269640351,1.186956615281236,0.2865048269640351,1.186956615281236
2017,New Hampshire,0.2893323236468064,1.2052012321230081,0.2893323236468064,1.2052012321230081
2018,New Hampshire,0.343254166204648,1.3637546217920957,0.343254166204648,1.3637546217920957
2019,New Hampshire,0.3514859673919155,1.3810084322177616,0.3514859673919155,1.3810084322177616
2020,New Hampshire,0.3729670165189829,1.417659509690735,0.3729670165189829,1.417659509690735
2003,New Jersey,0.009057539662852943,0.19232119586485763,0.009057539662852943,0.19232119586485763
2004,New Jersey,0.02826111761448513,0.3296017678223977,0.02826111761448513,0.3296017678223977
2005,New Jersey,0.050844246087260236,0.40872389894983563,0.050844246087260236,0.40872389894983563
2006,New Jersey,0.05984705446692873,0.5037012002241781,0.05984705446692873,0.5037012002241781
2007,New Jersey,0.07396995050810218,0.7638789126242558,0.07396995050810218,0.7638789126242558
2008,New Jersey,0.08326081056297885,0.7908404831311353,0.08326081056297885,0.7908404831311353
2009,New Jersey,0.10851218635004112,0.5974483159985235,0.10851218635004112,0.5974483159985235
2010,New Jersey,0.13575988455275811,0.6988803737836242,0.13575988455275811,0.6988803737836242
2011,New Jersey,0.04352038894278554,0.6548083747848119,0.04352038894278554,0.6548083747848119
2012,New Jersey,0.07919682326173039,0.7832463656141353,0.07919682326173039,0.7832463656141353
2013,New Jersey,0.07099924992790219,1.121160872362772,0.07099924992790219,1.121160872362772
2014,New Jersey,0.07172318933204136,0.8148608186358279,0.07172318933204136,0.8148608186358279
2015,New Jersey,0.07206443111276006,0.8853195840637516,0.07206443111276006,0.8853195840637516
2016,New Jersey,0.05840610496992715,0.9807390961694238,0.05840610496992715,0.9807390961694238
2017,New Jersey,0.057473009136727704,1.0719251305659174,0.057473009136727704,1.0719251305659174
2018,New Jersey,0.036980917288344406,1.1542235954262638,0.036980917288344406,1.1542235954262638
2019,New Jersey,0.045681198016692015,1.2906553438719257,0.045681198016692015,1.2906553438719257
2020,New Jersey,0.04471460906635438,1.3266880817331197,0.04471460906635438,1.3266880817331197
2003,New Mexico,0.01994505208603181,0.052187833051787536,0.01994505208603181,0.052187833051787536
2004,New Mexico,0.03067349996544899,0.12208500377334985,0.03067349996544899,0.12208500377334985
2005,New Mexico,0.03343562580470705,0.14066605871093185,0.03343562580470705,0.14066605871093185
2006,New Mexico,0.061046487683122264,0.20046397590184117,0.061046487683122264,0.20046397590184117
2007,New Mexico,0.07758657986718642,0.22813799291590486,0.07758657986718642,0.22813799291590486
2008,New Mexico,0.08848673548169694,0.2883113050954569,0.08848673548169694,0.2883113050954569
2009,New Mexico,0.11529513133762315,0.37042847615208396,0.11529513133762315,0.37042847615208396
2010,New Mexico,0.09665172526884902,0.34895163211670144,0.09665172526884902,0.34895163211670144
2011,New Mexico,0.03782584423151558,0.2726360749563883,0.03782584423151558,0.2726360749563883
2012,New Mexico,-0.004377040194613269,0.1802104544433536,-0.004377040194613269,0.1802104544433536
2013,New Mexico,-0.02558617941096908,0.2232377217384478,-0.02558617941096908,0.2232377217384478
2014,New Mexico,0.09274886530278881,0.32098736460766575,0.09274886530278881,0.32098736460766575
2015,New Mexico,-0.0035239526842690827,0.36325102878459004,-0.0035239526842690827,0.36325102878459004
2016,New Mexico,0.010996878213653805,0.3827283996725064,0.010996878213653805,0.3827283996725064
2017,New Mexico,-0.011061070908788606,0.3806615969275391,-0.011061070908788606,0.3806615969275391
2018,New Mexico,-0.043340987625900995,0.33708087199258663,-0.043340987625900995,0.33708087199258663
2019,New Mexico,-0.010292477483801687,0.35969766809588544,-0.010292477483801687,0.35969766809588544
2020,New Mexico,0.08241459736459644,0.4688864398747581,0.08241459736459644,0.4688864398747581
2003,New York,0.01105554225415295,0.09192151199648513,0.01105554225415295,0.09192151199648513
2004,New York,0.01863398813720374,0.24088632646611585,0.01863398813720374,0.24088632646611585
2005,New York,0.05458760987530331,0.437219577683585,0.05458760987530331,0.437219577683585
2006,New York,0.060899299864181966,0.506842065944547,0.060899299864181966,0.506842065944547
2007,New York,0.09736155203271335,0.6373819899221111,0.09736155203271335,0.6373819899221111
2008,New York,0.12373066168337532,0.7224599558148035,0.12373066168337532,0.7224599558148035
2009,New York,0.17057834281998452,0.8187582026301428,0.17057834281998452,0.8187582026301428
2010,New York,0.17977608226195163,0.8876201138764259,0.17977608226195163,0.8876201138764259
2011,New York,0.1479146301540677,0.9968536924365063,0.1479146301540677,0.9968536924365063
2012,New York,0.1322906922234166,1.0851132291075163,0.1322906922234166,1.0851132291075163
2013,New York,0.12034548795367384,1.1471545715521807,0.12034548795367384,1.1471545715521807
2014,New York,0.143305558389772,1.2354644228663254,0.143305558389772,1.2354644228663254
2015,New York,0.14340986759905738,1.3221195979661449,0.14340986759905738,1.3221195979661449
2016,New York,0.2120940312223185,1.382454951780801,0.2120940312223185,1.382454951780801
2017,New York,0.21823367182294695,1.3957413684173678,0.21823367182294695,1.3957413684173678
2018,New York,0.2056451739417935,1.4152960760960775,0.2056451739417935,1.4152960760960775
2019,New York,0.23844034540604708,1.4565948243837363,0.23844034540604708,1.4565948243837363
2020,New York,0.25585371041177773,1.413556207545152,0.25585371041177773,1.413556207545152
2003,North Carolina,-0.012229441954988651,-0.082153401359921,-0.012229441954988651,-0.082153401359921
2004,North Carolina,-0.03768229315145044,-0.04042811144874148,-0.03768229315145044,-0.04042811144874148
2005,North Carolina,-0.015209814042112635,0.08998046494130563,-0.015209814042112635,0.08998046494130563
2006,North Carolina,-0.03620764117328201,0.15150116254350032,-0.03620764117328201,0.15150116254350032
2007,North Carolina,0.005897124141794441,0.20156577595631986,0.005897124141794441,0.20156577595631986
2008,North Carolina,-0.00590842292843996,0.23934920454495123,-0.00590842292843996,0.23934920454495123
2009,North Carolina,0.03805577810452343,0.3108475710917704,0.03805577810452343,0.3108475710917704
2010,North Carolina,-0.008068674801702036,0.33484388673170185,-0.008068674801702036,0.33484388673170185
2011,North Carolina,-0.05489152138680453,0.3980697270828979,-0.05489152138680453,0.3980697270828979
2012,North Carolina,-0.11535786680670168,0.4205090432704863,-0.11535786680670168,0.4205090432704863
2013,North Carolina,-0.11822774250666412,0.4750397888662363,-0.11822774250666412,0.4750397888662363
2014,North Carolina,-0.12714426458976513,0.5200131941944146,-0.12714426458976513,0.5200131941944146
2015,North Carolina,-0.1052706040162319,0.5293921106664077,-0.1052706040162319,0.5293921106664077
2016,North Carolina,-0.09403916391554867,0.5340001939778647,-0.09403916391554867,0.5340001939778647
2017,North Carolina,-0.09006101192719751,0.5960544545635738,-0.09006101192719751,0.5960544545635738
2018,North Carolina,-0.08319696762863515,0.6440226935833935,-0.08319696762863515,0.6440226935833935
2019,North Carolina,-0.06369922915491633,0.7497320090618975,-0.06369922915491633,0.7497320090618975
2020,North Carolina,-0.07040774838379771,0.7915282145572997,-0.07040774838379771,0.7915282145572997
2003,North Dakota,0.03424716388640214,0.04577379806944193,0.03424716388640214,0.04577379806944193
2004,North Dakota,0.0997838535241602,0.09811270418028717,0.0997838535241602,0.09811270418028717
2005,North Dakota,0.12103368649287072,0.14007201060008345,0.12103368649287072,0.14007201060008345
2006,North Dakota,0.13911661218485305,0.16516443995869778,0.13911661218485305,0.16516443995869778
2007,North Dakota,0.15775088154914463,0.19485815239265714,0.15775088154914463,0.19485815239265714
2008,North Dakota,0.19061370370237074,0.24344752738148645,0.19061370370237074,0.24344752738148645
2009,North Dakota,0.23156621210179096,0.3276320301914595,0.23156621210179096,0.3276320301914595
2010,North Dakota,0.29052378830274916,0.4275210371654947,0.29052378830274916,0.4275210371654947
2011,North Dakota,0.32062508771878706,0.4895041685259873,0.32062508771878706,0.4895041685259873
2012,North Dakota,0.32015163933170254,0.5259653656707273,0.32015163933170254,0.5259653656707273
2013,North Dakota,0.3117889135048979,0.6232710260053864,0.3117889135048979,0.6232710260053864
2014,North Dakota,0.3303062887923669,0.6532284388382414,0.3303062887923669,0.6532284388382414
2015,North Dakota,0.37130108916082727,0.8447703036238197,0.37130108916082727,0.8447703036238197
2016,North Dakota,0.4250737564921292,0.9498262300513018,0.4250737564921292,0.9498262300513018
2017,North Dakota,0.4487171671831134,0.9816678470910201,0.4487171671831134,0.9816678470910201
2018,North Dakota,0.40964397966482213,0.9499915078719234,0.40964397966482213,0.9499915078719234
2019,North Dakota,0.40633277292856085,0.9381813035189093,0.40633277292856085,0.9381813035189093
2020,North Dakota,0.40937875469319374,1.0171078854929685,0.40937875469319374,1.0171078854929685
2003,Ohio,0.024520159880208947,0.0656235306953925,0.024520159880208947,0.0656235306953925
2004,Ohio,0.04057865697715113,0.13901593968976234,0.04057865697715113,0.13901593968976234
2005,Ohio,0.03536173266439091,0.17232575232274883,0.03536173266439091,0.17232575232274883
2006,Ohio,0.02694062609818726,0.18354690164557663,0.02694062609818726,0.18354690164557663
2007,Ohio,0.019252917335597308,0.20369969257009357,0.019252917335597308,0.20369969257009357
2008,Ohio,0.01677185461767028,0.20499017418475196,0.01677185461767028,0.20499017418475196
2009,Ohio,0.034922858078897834,0.23049344507234815,0.034922858078897834,0.23049344507234815
2010,Ohio,0.07661359224472819,0.31606704437379696,0.07661359224472819,0.31606704437379696
2011,Ohio,0.06912251272279502,0.3481796041428873,0.06912251272279502,0.3481796041428873
2012,Ohio,0.0313528055211012,0.3070561934383902,0.0313528055211012,0.3070561934383902
2013,Ohio,-6.249531102099359e-4,0.27768015906162424,-6.249531102099359e-4,0.27768015906162424
2014,Ohio,-0.014006233826336145,0.2716993533587364,-0.014006233826336145,0.2716993533587364
2015,Ohio,-0.0013572681937388253,0.2918688993005738,-0.0013572681937388253,0.2918688993005738
2016,Ohio,0.0054473666052583525,0.3142189060456311,0.0054473666052583525,0.3142189060456311
2017,Ohio,0.030474374093813594,0.331521112440317,0.030474374093813594,0.331521112440317
2018,Ohio,0.03815022537228718,0.35763277125529247,0.03815022537228718,0.35763277125529247
2019,Ohio,0.05640558886990532,0.38532919292041345,0.05640558886990532,0.38532919292041345
2020,Ohio,0.07298510700910765,0.4165621184818298,0.07298510700910765,0.4165621184818298
2003,Oklahoma,-0.05370702763767754,0.057699402395707367,-0.05370702763767754,0.057699402395707367
2004,Oklahoma,-0.08728279686533857,0.03998594829499069,-0.08728279686533857,0.03998594829499069
2005,Oklahoma,-0.06442887205167958,0.11493824806778652,-0.06442887205167958,0.11493824806778652
2006,Oklahoma,-0.05388709050039331,0.13339134985634438,-0.05388709050039331,0.13339134985634438
2007,Oklahoma,-0.0037657202406029544,0.2128524681557995,-0.0037657202406029544,0.2128524681557995
2008,Oklahoma,-0.011538817125916312,0.2465777815939334,-0.011538817125916312,0.2465777815939334
2009,Oklahoma,-0.012688069050704853,0.30004005987560056,-0.012688069050704853,0.30004005987560056
2010,Oklahoma,-0.014701757608193144,0.3141995794495511,-0.014701757608193144,0.3141995794495511
2011,Oklahoma,-0.078351242612547,0.30700502436710364,-0.078351242612547,0.30700502436710364
2012,Oklahoma,-0.10053837821438816,0.2898691524279853,-0.10053837821438816,0.2898691524279853
2013,Oklahoma,-0.10780326464587253,0.29508506360487696,-0.10780326464587253,0.29508506360487696
2014,Oklahoma,-0.11003249260604131,0.31943787797417955,-0.11003249260604131,0.31943787797417955
2015,Oklahoma,-0.11575915459049002,0.3259764612686078,-0.11575915459049002,0.3259764612686078
2016,Oklahoma,-0.1195269113927091,0.34152368369227837,-0.1195269113927091,0.34152368369227837
2017,Oklahoma,-0.15651667290786397,0.31487409000925193,-0.15651667290786397,0.31487409000925193
2018,Oklahoma,-0.1575977456948937,0.3332696995075821,-0.1575977456948937,0.3332696995075821
2019,Oklahoma,-0.04965650660737142,0.44772070266099706,-0.04965650660737142,0.44772070266099706
2020,Oklahoma,-0.01674657363360621,0.4927697250995713,-0.01674657363360621,0.4927697250995713
2003,Oregon,-0.056795664736428386,-0.02289287393557493,-0.056795664736428386,-0.02289287393557493
2004,Oregon,-0.07557241680654714,-0.03371482597374742,-0.07557241680654714,-0.03371482597374742
2005,Oregon,-0.06546101962666129,-0.006972474404722151,-0.06546101962666129,-0.006972474404722151
2006,Oregon,-0.07183075584858889,0.07725388253423993,-0.07183075584858889,0.07725388253423993
2007,Oregon,-0.05037493657823755,0.10517249130096729,-0.05037493657823755,0.10517249130096729
2008,Oregon,-0.03042193926727721,0.14957308571566363,-0.03042193926727721,0.14957308571566363
2009,Oregon,-0.010344318470977831,0.204993193897977,-0.010344318470977831,0.204993193897977
2010,Oregon,-0.02655483265740033,0.1508227703393792,-0.02655483265740033,0.1508227703393792
2011,Oregon,-0.04861854258106779,0.1551500714482379,-0.04861854258106779,0.1551500714482379
2012,Oregon,-0.12826973839929,0.19985146864914283,-0.12826973839929,0.19985146864914283
2013,Oregon,-0.13957667478603886,0.18701681510494228,-0.13957667478603886,0.18701681510494228
2014,Oregon,-0.13086025610311103,0.25107949490526194,-0.13086025610311103,0.25107949490526194
2015,Oregon,-0.09091218389777256,0.28530551761539646,-0.09091218389777256,0.28530551761539646
2016,Oregon,-0.0429663864664207,0.277335278635237,-0.0429663864664207,0.277335278635237
2017,Oregon,-0.02151241978710372,0.2988188569221817,-0.02151241978710372,0.2988188569221817
2018,Oregon,-0.007795112784081293,0.41136913158993305,-0.007795112784081293,0.41136913158993305
2019,Oregon,0.009419755452362732,0.4365652053990232,0.009419755452362732,0.4365652053990232
2020,Oregon,0.02300053664749724,0.5680971214671144,0.02300053664749724,0.5680971214671144
2003,Pennsylvania,0.013965373566435346,0.06724164685727518,0.013965373566435346,0.06724164685727518
2004,Pennsylvania,0.03165828653196279,0.2659850320066546,0.03165828653196279,0.2659850320066546
2005,Pennsylvania,0.03549534703821555,0.35785830251173456,0.03549534703821555,0.35785830251173456
2006,Pennsylvania,0.02446637243763483,0.42164793678516377,0.02446637243763483,0.42164793678516377
2007,Pennsylvania,-0.00830382127795215,0.45655677902068525,-0.00830382127795215,0.45655677902068525
2008,Pennsylvania,0.03457399246912063,0.5471885194233472,0.03457399246912063,0.5471885194233472
2009,Pennsylvania,0.081527499450466,0.4671395334989843,0.081527499450466,0.4671395334989843
2010,Pennsylvania,0.11322850095456882,0.5431102572598054,0.11322850095456882,0.5431102572598054
2011,Pennsylvania,0.12625564000105127,0.6177687567060879,0.12625564000105127,0.6177687567060879
2012,Pennsylvania,0.06715797996788231,0.7028887027240693,0.06715797996788231,0.7028887027240693
2013,Pennsylvania,0.05413049936593861,0.8611722171004175,0.05413049936593861,0.8611722171004175
2014,Pennsylvania,0.040302271362431696,0.996726493769603,0.040302271362431696,0.996726493769603
2015,Pennsylvania,0.04683372517673656,1.1970511491878169,0.04683372517673656,1.1970511491878169
2016,Pennsylvania,0.06310459042963679,1.4222588060375805,0.06310459042963679,1.4222588060375805
2017,Pennsylvania,0.06150276162709556,1.5718441987354002,0.06150276162709556,1.5718441987354002
2018,Pennsylvania,0.06508515142218485,1.6671095774332336,0.06508515142218485,1.6671095774332336
2019,Pennsylvania,0.07071185193927465,1.6947429946373087,0.07071185193927465,1.6947429946373087
2020,Pennsylvania,0.0799106054195422,1.7356377827975056,0.0799106054195422,1.7356377827975056
2003,Rhode Island,0.042327845239762185,0.12046406759363903,0.042327845239762185,0.12046406759363903
2004,Rhode Island,0.04079893131846446,0.18562633266386408,0.04079893131846446,0.18562633266386408
2005,Rhode Island,0.05513443047573929,0.2596221214434795,0.05513443047573929,0.2596221214434795
2006,Rhode Island,0.08373314298841605,0.3546649992576163,0.08373314298841605,0.3546649992576163
2007,Rhode Island,0.11068941419772327,0.48120606098167196,0.11068941419772327,0.48120606098167196
2008,Rhode Island,0.12825963631805815,0.6134580531304707,0.12825963631805815,0.6134580531304707
2009,Rhode Island,0.13463481976809355,0.5730902278128072,0.13463481976809355,0.5730902278128072
2010,Rhode Island,0.13019313360401252,0.5320889713392472,0.13019313360401252,0.5320889713392472
2011,Rhode Island,0.12707946569160145,0.4901522841035637,0.12707946569160145,0.4901522841035637
2012,Rhode Island,0.0909523408658186,0.5316293329795758,0.0909523408658186,0.5316293329795758
2013,Rhode Island,0.09098437309842633,0.5070858850108271,0.09098437309842633,0.5070858850108271
2014,Rhode Island,0.09924633872446886,0.5359238485492499,0.09924633872446886,0.5359238485492499
2015,Rhode Island,0.11063456251860071,0.6110731663658784,0.11063456251860071,0.6110731663658784
2016,Rhode Island,0.13265456448602841,0.6637053431201312,0.13265456448602841,0.6637053431201312
2017,Rhode Island,0.14614412719488734,0.6887147856116704,0.14614412719488734,0.6887147856116704
2018,Rhode Island,0.1356063539245418,0.6685223181037225,0.1356063539245418,0.6685223181037225
2019,Rhode Island,0.14633474319091566,0.7224630639569523,0.14633474319091566,0.7224630639569523
2020,Rhode Island,0.14617156492312255,0.7944128934917185,0.14617156492312255,0.7944128934917185
2003,South Carolina,-0.029947614862672833,-0.017458606090624995,-0.029947614862672833,-0.017458606090624995
2004,South Carolina,-0.04457339966061524,-0.028049300446623904,-0.04457339966061524,-0.028049300446623904
2005,South Carolina,-0.024360283372036773,-0.02364517793182741,-0.024360283372036773,-0.02364517793182741
2006,South Carolina,0.004186523043472112,0.0072354378339183345,0.004186523043472112,0.0072354378339183345
2007,South Carolina,0.02480224590355684,0.0521314345235242,0.02480224590355684,0.0521314345235242
2008,South Carolina,0.04550318210814108,0.11199056081128855,0.04550318210814108,0.11199056081128855
2009,South Carolina,0.06953634069634207,0.13767721061114924,0.06953634069634207,0.13767721061114924
2010,South Carolina,0.027713501102696103,0.11631012987267031,0.027713501102696103,0.11631012987267031
2011,South Carolina,-0.025236638056454708,0.10422153911951448,-0.025236638056454708,0.10422153911951448
2012,South Carolina,-0.05129834438088432,0.1076362136141924,-0.05129834438088432,0.1076362136141924
2013,South Carolina,-0.03370751039138309,0.1752456427774951,-0.03370751039138309,0.1752456427774951
2014,South Carolina,-0.039577181795379834,0.20459633679269884,-0.039577181795379834,0.20459633679269884
2015,South Carolina,-0.035413543788628044,0.23586158339368923,-0.035413543788628044,0.23586158339368923
2016,South Carolina,-0.023944140372450073,0.28384892592246413,-0.023944140372450073,0.28384892592246413
2017,South Carolina,-0.01833629833463246,0.30999379108352976,-0.01833629833463246,0.30999379108352976
2018,South Carolina,-0.021869637570269718,0.3886833014699298,-0.021869637570269718,0.3886833014699298
2019,South Carolina,-0.026655255546386147,0.44126790734897825,-0.026655255546386147,0.44126790734897825
2020,South Carolina,0.0036591586339376203,0.5191089863187353,0.0036591586339376203,0.5191089863187353
2003,South Dakota,-0.002585246906142702,0.05383670426522613,-0.002585246906142702,0.05383670426522613
2004,South Dakota,0.022199841715285773,0.1000389168361564,0.022199841715285773,0.1000389168361564
2005,South Dakota,0.01604803434213431,0.11411877500773304,0.01604803434213431,0.11411877500773304
2006,South Dakota,0.023655223539060355,0.13756916476179715,0.023655223539060355,0.13756916476179715
2007,South Dakota,0.037021696254673664,0.17039333262369838,0.037021696254673664,0.17039333262369838
2008,South Dakota,0.049771103938383465,0.18473342540393367,0.049771103938383465,0.18473342540393367
2009,South Dakota,0.05270960035154748,0.20716762223913543,0.05270960035154748,0.20716762223913543
2010,South Dakota,0.08273721769509534,0.2550766884506819,0.08273721769509534,0.2550766884506819
2011,South Dakota,0.06765897901489537,0.24985534594521464,0.06765897901489537,0.24985534594521464
2012,South Dakota,-0.008060884297103277,0.17906540054402442,-0.008060884297103277,0.17906540054402442
2013,South Dakota,-0.026278069489910516,0.17823457122843545,-0.026278069489910516,0.17823457122843545
2014,South Dakota,-0.006301425094231483,0.23166701571732373,-0.006301425094231483,0.23166701571732373
2015,South Dakota,0.006634897267227213,0.2260009201288593,0.006634897267227213,0.2260009201288593
2016,South Dakota,0.015347456234386048,0.25144821946483376,0.015347456234386048,0.25144821946483376
2017,South Dakota,0.08805909589279537,0.3254024613486246,0.08805909589279537,0.3254024613486246
2018,South Dakota,0.0810844883377515,0.3239204649833365,0.0810844883377515,0.3239204649833365
2019,South Dakota,0.07351840645390739,0.3021186107646592,0.07351840645390739,0.3021186107646592
2020,South Dakota,0.07591497814407266,0.3072830449522954,0.07591497814407266,0.3072830449522954
2003,Tennessee,0.002353630821098962,0.0656508864233365,0.002353630821098962,0.0656508864233365
2004,Tennessee,0.01755005206834137,0.14165851114942773,0.01755005206834137,0.14165851114942773
2005,Tennessee,0.0057049902307400036,0.2508967797590298,0.0057049902307400036,0.2508967797590298
2006,Tennessee,-0.020205641361268456,0.2213126746650187,-0.020205641361268456,0.2213126746650187
2007,Tennessee,-0.02122658170237024,0.25490532711604597,-0.02122658170237024,0.25490532711604597
2008,Tennessee,0.018267790497788594,0.3268597787283247,0.018267790497788594,0.3268597787283247
2009,Tennessee,0.030562661586644335,0.3560455731482739,0.030562661586644335,0.3560455731482739
2010,Tennessee,0.03316025484729668,0.39432424876580807,0.03316025484729668,0.39432424876580807
2011,Tennessee,0.0182353861869049,0.49823322826424077,0.0182353861869049,0.49823322826424077
2012,Tennessee,-0.015511240813146365,0.4547332597232605,-0.015511240813146365,0.4547332597232605
2013,Tennessee,-0.0042873650384432915,0.43173970185705857,-0.0042873650384432915,0.43173970185705857
2014,Tennessee,-0.016013427279796155,0.46458983917831387,-0.016013427279796155,0.46458983917831387
2015,Tennessee,-0.01755946231594585,0.47428683775632985,-0.01755946231594585,0.47428683775632985
2016,Tennessee,-0.0028332043491351433,0.4609081715883667,-0.0028332043491351433,0.4609081715883667
2017,Tennessee,0.012066923920168948,0.5004522668826432,0.012066923920168948,0.5004522668826432
2018,Tennessee,0.030009457420140384,0.535420695141398,0.030009457420140384,0.535420695141398
2019,Tennessee,0.031216364837215016,0.5661803615204564,0.031216364837215016,0.5661803615204564
2020,Tennessee,0.03566214805599954,0.5651647909702047,0.03566214805599954,0.5651647909702047
2003,Texas,0.03108977400945201,0.08099261813687075,0.03108977400945201,0.08099261813687075
2004,Texas,0.004553886671255114,0.10427489247634325,0.004553886671255114,0.10427489247634325
2005,Texas,-0.01041511445992882,0.07083065047398285,-0.01041511445992882,0.07083065047398285
2006,Texas,-0.023620611851211004,0.06283739953942491,-0.023620611851211004,0.06283739953942491
2007,Texas,-0.003906277764961441,0.09144042319691148,-0.003906277764961441,0.09144042319691148
2008,Texas,0.02636455577922714,0.13478018466812292,0.02636455577922714,0.13478018466812292
2009,Texas,0.04230407011747084,0.1537257874101765,0.04230407011747084,0.1537257874101765
2010,Texas,0.05391057733239468,0.1762159655127138,0.05391057733239468,0.1762159655127138
2011,Texas,0.02607366341966988,0.16051423041089907,0.02607366341966988,0.16051423041089907
2012,Texas,-0.06215310143424313,0.04904718750591197,-0.06215310143424313,0.04904718750591197
2013,Texas,-0.06584630302106176,0.014665714762151616,-0.06584630302106176,0.014665714762151616
2014,Texas,-0.05129381293118129,0.013966086039035819,-0.05129381293118129,0.013966086039035819
2015,Texas,-0.025714789061794585,0.10221374771120528,-0.025714789061794585,0.10221374771120528
2016,Texas,0.0040403339963970275,0.13497068531434397,0.0040403339963970275,0.13497068531434397
2017,Texas,0.0013583865408868245,0.1417347699471474,0.0013583865408868245,0.1417347699471474
2018,Texas,0.006279928601544027,0.16301845039493568,0.006279928601544027,0.16301845039493568
2019,Texas,0.0027650945409729566,0.16382731612014312,0.0027650945409729566,0.16382731612014312
2020,Texas,0.03883937603311671,0.24043479805675272,0.03883937603311671,0.24043479805675272
2003,United States,0.00932567325779532,0.06508705710201856,0.00932567325779532,0.06508705710201856
2004,United States,0.0019611389514821997,0.13332333827440057,0.0019611389514821997,0.13332333827440057
2005,United States,0.00567037409676896,0.20166392084240647,0.00567037409676896,0.20166392084240647
2006,United States,0.0047412837113776085,0.23551709856000613,0.0047412837113776085,0.23551709856000613
2007,United States,0.029158343138950826,0.30393374077676905,0.029158343138950826,0.30393374077676905
2008,United States,0.04437345835816919,0.35921198758738315,0.04437345835816919,0.35921198758738315
2009,United States,0.06302339036363169,0.4225502742624718,0.06302339036363169,0.4225502742624718
2010,United States,0.058376097702939944,0.4036873267658023,0.058376097702939944,0.4036873267658023
2011,United States,0.024757627300727947,0.4120218109452376,0.024757627300727947,0.4120218109452376
2012,United States,-0.01221938175136461,0.4010047972126467,-0.01221938175136461,0.4010047972126467
2013,United States,-0.02602544157932063,0.418396311768922,-0.02602544157932063,0.418396311768922
2014,United States,-0.021700681738071936,0.4489804530676613,-0.021700681738071936,0.4489804530676613
2015,United States,-0.00497108583852357,0.525229353510853,-0.00497108583852357,0.525229353510853
2016,United States,0.022161943210492252,0.58899965219778,0.022161943210492252,0.58899965219778
2017,United States,0.03089126766778727,0.6520788323008013,0.03089126766778727,0.6520788323008013
2018,United States,0.031800431373530946,0.6788324204177443,0.031800431373530946,0.6788324204177443
2019,United States,0.050139760291565194,0.7571631524545446,0.050139760291565194,0.7571631524545446
2020,United States,0.06784907703986254,0.7859470080431747,0.06784907703986254,0.7859470080431747
2003,Utah,-0.028000030301626677,0.012778112500119176,-0.028000030301626677,0.012778112500119176
2004,Utah,-0.03754413440196369,0.05998213744969427,-0.03754413440196369,0.05998213744969427
2005,Utah,-0.03346276788544045,0.13174459703802288,-0.03346276788544045,0.13174459703802288
2006,Utah,-0.050818289068269684,0.1377410206872327,-0.050818289068269684,0.1377410206872327
2007,Utah,-0.03513012197985921,0.183157377813282,-0.03513012197985921,0.183157377813282
2008,Utah,-0.05551480615707405,0.1545136107397287,-0.05551480615707405,0.1545136107397287
2009,Utah,0.032893242375610976,0.2536001565772672,0.032893242375610976,0.2536001565772672
2010,Utah,-0.019701653049205015,0.20796763749306368,-0.019701653049205015,0.20796763749306368
2011,Utah,-0.07581719194681302,0.2232680105100009,-0.07581719194681302,0.2232680105100009
2012,Utah,-0.10509677660512518,0.18878330758129835,-0.10509677660512518,0.18878330758129835
2013,Utah,-0.12101836838475721,0.20928288567855358,-0.12101836838475721,0.20928288567855358
2014,Utah,-0.08820874695002145,0.24776497082138516,-0.08820874695002145,0.24776497082138516
2015,Utah,-0.058196506004560944,0.3121548334553652,-0.058196506004560944,0.3121548334553652
2016,Utah,-0.036035468376358515,0.3911254810282785,-0.036035468376358515,0.3911254810282785
2017,Utah,-0.030589935406699742,0.3756872428632154,-0.030589935406699742,0.3756872428632154
2018,Utah,0.012427713321258471,0.39927690140226724,0.012427713321258471,0.39927690140226724
2019,Utah,0.045796903926728305,0.4269039693477128,0.045796903926728305,0.4269039693477128
2020,Utah,0.09267240689204659,0.4800764731588658,0.09267240689204659,0.4800764731588658
2003,Vermont,0.03826002817831964,0.08322614029557562,0.03826002817831964,0.08322614029557562
2004,Vermont,0.07263433788490437,0.21740340027286065,0.07263433788490437,0.21740340027286065
2005,Vermont,0.10737102349776628,0.26875996550595693,0.10737102349776628,0.26875996550595693
